;PhyloTree.org - mtDNA tree Build 17 (18 Feb 2016);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b3b; 13722 ;;;;;;;;;;AY495275;JX153347
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b4; 9254 ;;;;;;;;;;;JQ703501;JN037468
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b4a; 16172 ;;;;;;;;;;JF836084;GU123018
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4a1; 5527 ;;;;;;;;;JQ704738;JQ798069
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b4i; 8152  16218 ;;;;;;;;;;JQ702278;JX153109
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 152 ;;;;;;;;;;JQ705242;JQ702464
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4b; 16104 ;;;;;;;;;JQ705939;JF900491
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4c; 3992 ;;;;;;;;;JQ704742;JQ702604
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4d; 8711 ;;;;;;;;;JQ702158;JQ703734
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4e; 13743 ;;;;;;;;;JQ798064;HM852802
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4f; 12172 ;;;;;;;;;JX152937;JQ704596
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4g; 15445 ;;;;;;;;;EF660982;JQ798068
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b4h; 214 ;;;;;;;;;JQ798066;EU007872
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b5; 3826 ;;;;;;;;;;;JQ702978;AY495287
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b5a; 5201 ;;;;;;;;;;JQ703716;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b5a1; 573.XC  8504 ;;;;;;;;;JQ703712;JF833039
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b6; 458  1709  9300  11533 ;;;;;;;;;;;AY495284;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b6a; 12007 ;;;;;;;;;;JQ705494;AY495282
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 146 ;;;;;;;;;;JQ705357;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b6b; 8730  14016  16218  16287 ;;;;;;;;;JF891418;JQ705972
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b7; 9966 ;;;;;;;;;;;GU170817;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b7a; 9180 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b7a1; 152  13768  16257d ;;;;;;;;;JQ703294;JQ702544
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b7a2; 1836  16239 ;;;;;;;;;JQ704997;JQ704643
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b7a3; 11440  16292 ;;;;;;;;;NA20507;JQ798079
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b8; 3338 ;;;;;;;;;;;GU122998;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 150 ;;;;;;;;;;;JQ702965;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b9; 5580  10559 ;;;;;;;;;;JQ703011;JQ702737
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b11; 207  3398 ;;;;;;;;;;;JF968593;JQ798085
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b13; 14861 ;;;;;;;;;;;JQ701982;JQ702963
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b13a; 16051 ;;;;;;;;;;JN038393;JQ702084
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b13b; 7269 ;;;;;;;;;;JQ703042;JQ705492
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b15; 5836  8281-8289d ;;;;;;;;;;;JF975728;EU682394
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 16362 ;;;;;;;;;;;JN004272;JN106183
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b16; 634 ;;;;;;;;;;GU123025;JQ798077
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b17; 13692 ;;;;;;;;;;;JF957699;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b17a; 4688  7891 ;;;;;;;;;;AY495280;JX153685
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b19; 13928C ;;;;;;;;;;;JQ705664;EU744542
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b19b; 13681  16248 ;;;;;;;;;;HG00141;JQ703009
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 152 ;;;;;;;;;;;EU747356;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b21; 14836 ;;;;;;;;;;HQ917079;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b21a; 10490  12557  16169 ;;;;;;;;;JQ705895;JF340114
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b21b; 15090 ;;;;;;;;;JQ702492;JQ705338
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b22; 3820  12223  13500 ;;;;;;;;;;HQ840646;JQ703263
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b23; 12441  16147  16297 ;;;;;;;;;;;JQ798075;JQ798074
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b23a; 9224 ;;;;;;;;;;FJ348208;JQ704788
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b24; 321 ;;;;;;;;;;;JQ705038;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b24a; 5426  8572 ;;;;;;;;;;JF946696;JQ702547
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b25; 7521  8934 ;;;;;;;;;;;JQ704697;JQ705882
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b26; 14180 ;;;;;;;;;;;JQ702312;JQ702953
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b27; 7897 ;;;;;;;;;;;JQ705444;AY495271
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b28; 11176  11914 ;;;;;;;;;;;JQ701939;JQ704973
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b29; 5483  8419 ;;;;;;;;;;;JQ798081;JQ798080
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b30; 6026 ;;;;;;;;;;;JN024625;HQ399469
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b31; 5811 ;;;;;;;;;;;JQ703715;JQ798089
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b32; 1871  6620  15884 ;;;;;;;;;;;KC521456;JQ703728
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b33; 385  1530  16266 ;;;;;;;;;;;KC533521;JQ705484
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b34; 41  319  9861 ;;;;;;;;;;;EU926622;KC911423
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b35; 9843 ;;;;;;;;;;;JX153427;JN126047
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b36; 15758 ;;;;;;;;;;;JX153715;JX153237
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b37; 14569 ;;;;;;;;;;;JQ701867;JX153053
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2c; 10822 ;;;;;;;;;;;;JQ798090;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2c1; 6261  16292 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2c1a; 573.XC  8455  13973T ;;;;;;;;;;JQ796696;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1a1; 152  499  6998  8838  11914 ;;;;;;;;;JQ703030;EF556160
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1a2; 5817 ;;;;;;;;;EF660941;JQ701934
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1a3; 9612  11800 ;;;;;;;;;JN202494;KC911377
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2c1c; 4823  16146 ;;;;;;;;;;JQ798103;JQ798101
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1c1; 150  3834  3915  15454  15601 ;;;;;;;;;JQ798099;JQ798100
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1c2; 7283  8775  16284 ;;;;;;;;;JQ702795;JQ798102
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 146 ;;;;;;;;;;JQ798091;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1d; 279  5187  7873 ;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2c1d1; 11914 ;;;;;;;;JQ704020;KC911358
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2c1d1a; 12363 ;;;;;;;JN580589;JX153536
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;; 152 ;;;;;;;;JQ798094;JF833037
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2c1d2; 15784 ;;;;;;;JQ798096;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;T2c1d2a; 7679 ;;;;;;DQ523629;JQ798095
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1e; 10289 ;;;;;;;;;JQ703823;JQ705571
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2c1f; 16438 ;;;;;;;;;GU048747;JQ798097
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2d; 13260 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2d1; 152  5747  13708 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2d1a; 16086 ;;;;;;;;;;AY714037;JQ798104
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2d1b; 194  200  7295  12373 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2d1b1; 9617  11827 ;;;;;;;;;JQ798105;JQ798106
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2d1b2; 9233 ;;;;;;;;;KC911414;HM765473
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2d2; 5471  6445  12408  14323  14605 ;;;;;;;;;;;JQ798108;NA20770
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 150 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2e; 16153 ;;;;;;;;;;;EF177410;JQ703777
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2e1; 41 ;;;;;;;;;;JQ798113;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2e1a; 2308 ;;;;;;;;;JQ705465;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2e1a1; 15499 ;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2e1a1a; @41  (16114)  16192 ;;;;;;;KF577587;KF657641
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2e1a1b; 16189 ;;;;;;;AF381985;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;T2e1a1b1; 247  4924  8864  10682T ;;;;;;JN030346;KM007555
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2e1b; 9181 ;;;;;;;;;KF048033;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2e1b1; 15787 ;;;;;;;;KF577586;EF556188
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2e2; 9139 ;;;;;;;;;;AY714029;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2e2a; 6026 ;;;;;;;;;JQ798114;EF060363
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2e5; 200  8230 ;;;;;;;;;;JQ702891;JQ701985
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2e6; 16240C ;;;;;;;;;;JQ798118;JQ798119
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 152 ;;;;;;;;;;JQ702210;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2e7; 3203 ;;;;;;;;;JQ798110;JX153029
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2m; 153  8404  16270  16357 ;;;;;;;;;;;KC911558;KC911342
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 16189 ;;;;;;;;;;;;JQ798135;HM852766
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2f; 8270  8281-8289d ;;;;;;;;;;;JQ703997;JQ704129
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f1; 195  6489A ;;;;;;;;;;JQ798120;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2f1a; 5277  5426  15043  16298 ;;;;;;;;;JQ704807;GU123028
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2f1a1; 15028A ;;;;;;;;GU932663;JQ798122
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f2; 7984  16140  16311 ;;;;;;;;;;JQ798125;HQ286590
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f3; 8854  16278 ;;;;;;;;;;JF960209;JQ704426
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f4; 6392 ;;;;;;;;;;JQ705528;JN034044
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f5; 499  751T  8419 ;;;;;;;;;;JQ702957;JQ702294
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f6; 11818 ;;;;;;;;;;JN084792;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f7; 10496 ;;;;;;;;;;JX153995;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2f7a; 16292 ;;;;;;;;;JQ619780;KF322082
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2f8; 14118 ;;;;;;;;;;JX153048;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2f8a; 5322C ;;;;;;;;;JX153682;JX152786
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2g; 14798 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2g1; (200)  3834  14839 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2g1a; 1977 ;;;;;;;;;;EU935442;HE576983
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2g1a1; 16148 ;;;;;;;;;EF556186;JQ703123
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2g1b; 16051 ;;;;;;;;;;KC911398;JQ798126
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2g2; 507  1766  7337  13834 ;;;;;;;;;;;HM625693;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2g2a; 16188  16257 ;;;;;;;;;;JQ702710;JQ702108
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2h; 12397 ;;;;;;;;;;;;JN037469;JQ798128
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2h1; 6260  9234 ;;;;;;;;;;;JN202724;JQ705018
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2h2; 8041  12771  16172 ;;;;;;;;;;;JX153755;JQ702170
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2i; 8155  9422C  16362 ;;;;;;;;;;;;JQ798129;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2i1; 16286 ;;;;;;;;;;;JQ704055;JQ798130
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2i2; @11812  @16294 ;;;;;;;;;;;JQ798131;KC911499
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2j; 16260 ;;;;;;;;;;;;JQ704786;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2j1; 4695  6620  11914  14040 ;;;;;;;;;;;EF177442;HQ877824
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2k; 8271  10446  11062  16291 ;;;;;;;;;;;;JQ705690;HM852810
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2l; 11383 ;;;;;;;;;;;;KC127675;JQ798137
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2n; 152  10750 ;;;;;;;;;;;;KC911608;KC911397
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;T3; 195  1406  1829  4225  11467  11778  13956  13980  15509  16325 ;;;;;;;;;;;;;JX462725;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;R5; 8594  10754  14544  16304  16524 ;;;;;;;;;;;;;;;;AY713998;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;R5a; 16266 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R5a1; 93  200  2833 ;;;;;;;;;;;;;;FJ004837;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R5a1a; 8987  9708  10084 ;;;;;;;;;;;;;FJ004822;AY713983
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R5a2; 152  11293  13635  14040  15385  16356 ;;;;;;;;;;;;;;AY713993;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R5a2a; @16266  16311 ;;;;;;;;;;;;;AY713985;AY713996
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R5a2b; 597.1T  14990  16309  16325 ;;;;;;;;;;;;;FJ004815;FJ004814
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R5a2b1; 6629 ;;;;;;;;;;;;AY713991;AY714000
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R5a2b2; @16266 ;;;;;;;;;;;;AY714002;FJ004829
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R5a2b3; 11409 ;;;;;;;;;;;;FJ004833;FJ004812
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R5a2b4; 13827 ;;;;;;;;;;;;FJ004834;FJ004828
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;R6; (195)  12285  (16266)  16362 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 16129 ;;;;;;;;;;;;;;;AY714028;JF742197
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R6a; 228  11075  14058 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R6a1; 6305  8584  8650  16318  16320 ;;;;;;;;;;;;;FJ004819;GU480018
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R6a2; 12133  15067 ;;;;;;;;;;;;;JQ704804;GU480008
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;R6b; 246  4991  7364  9254  16179  16227  16245  16278 ;;;;;;;;;;;;;;;AY713994;JX289095
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;R7; 13105  16319  16362 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;R7a'b; 1442  6248  7870  9051  9110  10289  13830  16260  16261 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R7a; 10143  10915  13404  15346 ;;;;;;;;;;;;;;AY714030;JX462727
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R7a1; 12406  13674 ;;;;;;;;;;;;;FJ004835;FJ004805
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R7a1a; 5585  15497  16146 ;;;;;;;;;;;;FJ004823;EU597487
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R7a1b; 3105 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R7a1b1; 4596  16075 ;;;;;;;;;;;FJ004831;FJ004813
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R7a1b2; 16390 ;;;;;;;;;;;FJ004804;FJ004810
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R7b; 146  2282  8557  14064  16311 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R7b1; 1804  12432  15942 ;;;;;;;;;;;;;FJ004817;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R7b1a; 152  6254  @15326 ;;;;;;;;;;;;AY714024;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R7b1a1; 9325  11776 ;;;;;;;;;;;FJ004811;FJ004821
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R7b2; 3817  7310  7711  11380  12246  12384  12940 ;;;;;;;;;;;;;GU170816;GU170819
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;R8; 195  2755  3384  7759  9449  13215 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;R8a; 5510  @15326 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R8a1; 709  5911  13782 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R8a1a; 9716 ;;;;;;;;;;;;;FJ467953;JX462723
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R8a1a1; 8646 ;;;;;;;;;;;;FJ467965;FJ004808
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R8a1a1a; 6131 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;R8a1a1a1; 243 ;;;;;;;;;;AY714012;GU810073
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;R8a1a1a1a; 3483  5298  11050 ;;;;;;;;;FJ467978;KC911621
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;R8a1a1a2; 4695  7444  16185 ;;;;;;;;;;FJ467943;JF742196
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R8a1a1b; 16153 ;;;;;;;;;;;FJ467949;FJ467951
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R8a1a1c; 11914 ;;;;;;;;;;;FJ467942;FJ467955
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R8a1a1d; 9210  12462A  16390 ;;;;;;;;;;;HM345949;FJ467947
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R8a1a2; 4205  16324 ;;;;;;;;;;;;FJ467952;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;R8a1a2a; 7364  11172  11497  12127 ;;;;;;;;;;;FJ467971;FJ467974
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R8a1a3; 16292 ;;;;;;;;;;;;AY714011;FJ467984
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;; 16093 ;;;;;;;;;;;;;FJ467972;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;R8a1b; 13212  14041 ;;;;;;;;;;;;FJ467968;FJ467970
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R8a2; 185  189  @195  11864 ;;;;;;;;;;;;;;FJ467946;FJ004836
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;R8b; 456  6485  12007  13194  16390 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R8b1; 154 ;;;;;;;;;;;;;;FJ467941;FJ467948
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;R8b1a; 2392 ;;;;;;;;;;;;;FJ467940;AY714009
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;R8b2; 150  456.1T  4136  14502  15250  16172 ;;;;;;;;;;;;;;FJ467989;FJ467987
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;R9; 3970  13928C  16304 ;;;;;;;;;;;;;;;;;
